Running benchmark 638 with O3
Check determinism flag for 638/wand/magick-property.bc
Change in queries per pass for 638/wand/magick-property.bc
Pass 10GVNPass in 638/magick/locale.bc is non-deterministic (missing pass)
Pass 10DSEPass in 638/magick/locale.bc is non-deterministic
NoAlias: 35 vs 38
MayAlias: 8 vs 8
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 54LICMPass in 638/magick/locale.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 3 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 11GVNPass in 638/magick/locale.bc is non-deterministic (missing pass)
Pass 13GVNPass in 638/magick/locale.bc is non-deterministic (missing pass)
Pass 14GVNPass in 638/magick/locale.bc is non-deterministic (missing pass)
Pass 15GVNPass in 638/magick/locale.bc is non-deterministic (missing pass)
Pass 16GVNPass in 638/magick/locale.bc is non-deterministic (missing pass)
Pass 17GVNPass in 638/magick/locale.bc is non-deterministic (missing pass)
Pass 18GVNPass in 638/magick/locale.bc is non-deterministic (missing pass)
Pass 19GVNPass in 638/magick/locale.bc is non-deterministic (missing pass)
Pass 21GVNPass in 638/magick/locale.bc is non-deterministic (missing pass)
Pass 22GVNPass in 638/magick/locale.bc is non-deterministic (missing pass)
Pass 21MemCpyOptPass in 638/magick/locale.bc is non-deterministic (new pass)
Pass 49EarlyCSEPass in 638/magick/locale.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/paint.bc
Change in hash for 638/magick/paint.bc
Hash: aa82f75db58c98a41e01318be551984ec3d6fbd6 vs a964a16e67c67b049e7e88c709ab079da61bbc2e
Change in queries per pass for 638/magick/paint.bc
Pass 1GVNPass in 638/magick/paint.bc is non-deterministic (missing pass)
Pass 2GVNPass in 638/magick/paint.bc is non-deterministic (missing pass)
Pass 3GVNPass in 638/magick/paint.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/paint.bc is non-deterministic (missing pass)
Pass 5DSEPass in 638/magick/paint.bc is non-deterministic
NoAlias: 129 vs 156
MayAlias: 16 vs 17
MustAlias: 0 vs 2
PartialAlias: 0 vs 0
Pass 14LICMPass in 638/magick/paint.bc is non-deterministic
NoAlias: 5 vs 6
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 15LICMPass in 638/magick/paint.bc is non-deterministic
NoAlias: 14 vs 15
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 19LICMPass in 638/magick/paint.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 4 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 7GVNPass in 638/magick/paint.bc is non-deterministic (missing pass)
Pass 7DSEPass in 638/magick/paint.bc is non-deterministic
NoAlias: 133 vs 134
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 12GVNPass in 638/magick/paint.bc is non-deterministic (missing pass)
Pass 19SimpleLoopUnswitchPass in 638/magick/paint.bc is non-deterministic (missing pass)
Pass 20SimpleLoopUnswitchPass in 638/magick/paint.bc is non-deterministic (missing pass)
Pass 21SimpleLoopUnswitchPass in 638/magick/paint.bc is non-deterministic (missing pass)
Pass 13GVNPass in 638/magick/paint.bc is non-deterministic (missing pass)
Pass 71LICMPass in 638/magick/paint.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 3 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 14GVNPass in 638/magick/paint.bc is non-deterministic (missing pass)
Pass 15GVNPass in 638/magick/paint.bc is non-deterministic (missing pass)
Pass 78LICMPass in 638/magick/paint.bc is non-deterministic
NoAlias: 8 vs 14
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 30SimpleLoopUnswitchPass in 638/magick/paint.bc is non-deterministic (missing pass)
Pass 17GVNPass in 638/magick/paint.bc is non-deterministic (missing pass)
Pass 18GVNPass in 638/magick/paint.bc is non-deterministic (missing pass)
Pass 101LICMPass in 638/magick/paint.bc is non-deterministic
NoAlias: 23 vs 28
MayAlias: 6 vs 6
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 89LICMPass in 638/magick/paint.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/mime.bc
Change in hash for 638/magick/mime.bc
Hash: 5cd2fcb4edb547ba2106cbaf2cc62829c0d5c363 vs af79250c7b668ec3e8600300526a29b41821a8bd
Change in queries per pass for 638/magick/mime.bc
Pass 0GVNPass in 638/magick/mime.bc is non-deterministic (missing pass)
Pass 0DSEPass in 638/magick/mime.bc is non-deterministic
NoAlias: 37 vs 37
MayAlias: 11 vs 11
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 12LICMPass in 638/magick/mime.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 6 vs 6
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 3GVNPass in 638/magick/mime.bc is non-deterministic (missing pass)
Pass 4GVNPass in 638/magick/mime.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/mime.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/magick/mime.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/magick/mime.bc is non-deterministic (missing pass)
Pass 11GVNPass in 638/magick/mime.bc is non-deterministic (missing pass)
Pass 14GVNPass in 638/magick/mime.bc is non-deterministic (missing pass)
Check determinism flag for 638/magick/resource.bc
Change in hash for 638/magick/resource.bc
Hash: c5e5437bc474c605159564028ec7f8593833a931 vs 88bd90ee83cca99074a3b994078754f321c9d77e
Change in queries per pass for 638/magick/resource.bc
Pass 0GVNPass in 638/magick/resource.bc is non-deterministic (missing pass)
Pass 2GVNPass in 638/magick/resource.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/resource.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/magick/resource.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/magick/resource.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/magick/resource.bc is non-deterministic (missing pass)
Pass 15GVNPass in 638/magick/resource.bc is non-deterministic (missing pass)
Pass 17GVNPass in 638/magick/resource.bc is non-deterministic (missing pass)
Pass 2DSEPass in 638/magick/resource.bc is non-deterministic (new pass)
Pass 17JumpThreadingPass in 638/magick/resource.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/token.bc
Change in hash for 638/magick/token.bc
Hash: 70cc7dfe81700c5a735df76ddb2c2547d2b4b548 vs ed89d73f7ef2fb205968488ae45a6f893511fc69
Change in queries per pass for 638/magick/token.bc
Pass 3GVNPass in 638/magick/token.bc is non-deterministic (missing pass)
Pass 7JumpThreadingPass in 638/magick/token.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 3 vs 5
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 4GVNPass in 638/magick/token.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/magick/token.bc is non-deterministic (missing pass)
Pass 7GVNPass in 638/magick/token.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/magick/token.bc is non-deterministic (missing pass)
Pass 12GVNPass in 638/magick/token.bc is non-deterministic (missing pass)
Pass 13GVNPass in 638/magick/token.bc is non-deterministic (missing pass)
Pass 14GVNPass in 638/magick/token.bc is non-deterministic (missing pass)
Pass 14DSEPass in 638/magick/token.bc is non-deterministic
NoAlias: 2 vs 9
MayAlias: 123 vs 123
MustAlias: 5 vs 8
PartialAlias: 0 vs 0
Pass 6DSEPass in 638/magick/token.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/registry.bc
Change in hash for 638/magick/registry.bc
Hash: f98bf9f634318890f6e7d5b28018bf5dd195c12b vs ab5d63dacb7464c53f6427328c179be539e360d2
Change in queries per pass for 638/magick/registry.bc
Pass 0GVNPass in 638/magick/registry.bc is non-deterministic (missing pass)
Pass 1GVNPass in 638/magick/registry.bc is non-deterministic (missing pass)
Pass 2GVNPass in 638/magick/registry.bc is non-deterministic (missing pass)
Pass 4GVNPass in 638/magick/registry.bc is non-deterministic (missing pass)
Check determinism flag for 638/magick/layer.bc
Change in hash for 638/magick/layer.bc
Hash: 2a9a97a97cda55ce2af014fade7ed3fc20e677e0 vs 59ded1faf27c1d9a09e1b9b3147cfa1f9d4fad5e
Change in queries per pass for 638/magick/layer.bc
Pass 0GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 1GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 2GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 3GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 4GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 6DSEPass in 638/magick/layer.bc is non-deterministic
NoAlias: 443 vs 435
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 88LICMPass in 638/magick/layer.bc is non-deterministic
NoAlias: 23 vs 37
MayAlias: 2 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 90LICMPass in 638/magick/layer.bc is non-deterministic
NoAlias: 15 vs 18
MayAlias: 4 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 7GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 9GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 9DSEPass in 638/magick/layer.bc is non-deterministic
NoAlias: 123 vs 129
MayAlias: 41 vs 40
MustAlias: 0 vs 0
PartialAlias: 2 vs 2
Pass 12GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 13GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 13DSEPass in 638/magick/layer.bc is non-deterministic
NoAlias: 8 vs 9
MayAlias: 1 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 14GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 15GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 16GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 17GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 18GVNPass in 638/magick/layer.bc is non-deterministic (missing pass)
Pass 13JumpThreadingPass in 638/magick/layer.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/segment.bc
Change in hash for 638/magick/segment.bc
Hash: 2dd34d3566e9deddfa61e2220bcc4a6d905723e3 vs dfc9ddb3b27ec40dd53b28e2fb37462b5d70acef
Change in queries per pass for 638/magick/segment.bc
Pass 1GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 8LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 3 vs 8
MayAlias: 1 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 3GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 4GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 5GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 9GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 10GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 11GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 12GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 71LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 2 vs 3
MayAlias: 1 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 13GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 37EarlyCSEPass in 638/magick/segment.bc is non-deterministic
NoAlias: 19 vs 19
MayAlias: 13 vs 14
MustAlias: 2 vs 2
PartialAlias: 0 vs 0
Pass 82InstCombinePass in 638/magick/segment.bc is non-deterministic
NoAlias: 2 vs 2
MayAlias: 0 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 15GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 84InstCombinePass in 638/magick/segment.bc is non-deterministic
NoAlias: 0 vs 3
MayAlias: 2 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 15DSEPass in 638/magick/segment.bc is non-deterministic
NoAlias: 85 vs 93
MayAlias: 39 vs 39
MustAlias: 2 vs 2
PartialAlias: 0 vs 0
Pass 161LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 12 vs 13
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 16GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 16DSEPass in 638/magick/segment.bc is non-deterministic
NoAlias: 11 vs 12
MayAlias: 0 vs 0
MustAlias: 2 vs 2
PartialAlias: 0 vs 0
Pass 17GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 41EarlyCSEPass in 638/magick/segment.bc is non-deterministic
NoAlias: 78 vs 79
MayAlias: 12 vs 12
MustAlias: 1 vs 4
PartialAlias: 0 vs 0
Pass 211LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 26 vs 26
MayAlias: 8 vs 8
MustAlias: 3 vs 2
PartialAlias: 0 vs 0
Pass 212LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 108 vs 107
MayAlias: 8 vs 8
MustAlias: 1 vs 1
PartialAlias: 1 vs 1
Pass 213LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 47 vs 47
MayAlias: 8 vs 8
MustAlias: 3 vs 2
PartialAlias: 0 vs 0
Pass 19GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 19MemCpyOptPass in 638/magick/segment.bc is non-deterministic
NoAlias: 24 vs 24
MayAlias: 12 vs 6
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 19DSEPass in 638/magick/segment.bc is non-deterministic
NoAlias: 161 vs 217
MayAlias: 66 vs 58
MustAlias: 3 vs 6
PartialAlias: 1 vs 1
Pass 242LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 0 vs 11
MayAlias: 4 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 243LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 1 vs 18
MayAlias: 4 vs 8
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 244LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 1 vs 8
MayAlias: 4 vs 8
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 42EarlyCSEPass in 638/magick/segment.bc is non-deterministic
NoAlias: 56 vs 57
MayAlias: 0 vs 0
MustAlias: 0 vs 3
PartialAlias: 0 vs 0
Pass 268LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 30 vs 30
MayAlias: 2 vs 2
MustAlias: 3 vs 2
PartialAlias: 0 vs 0
Pass 269LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 114 vs 113
MayAlias: 1 vs 1
MustAlias: 1 vs 1
PartialAlias: 1 vs 1
Pass 270LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 57 vs 57
MayAlias: 2 vs 2
MustAlias: 3 vs 2
PartialAlias: 0 vs 0
Pass 20GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 20DSEPass in 638/magick/segment.bc is non-deterministic
NoAlias: 58 vs 64
MayAlias: 6 vs 6
MustAlias: 3 vs 3
PartialAlias: 0 vs 0
Pass 313LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 0 vs 2
MayAlias: 2 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 323LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 0 vs 1
MayAlias: 2 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 327LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 9 vs 13
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 43EarlyCSEPass in 638/magick/segment.bc is non-deterministic
NoAlias: 80 vs 81
MayAlias: 4 vs 4
MustAlias: 1 vs 4
PartialAlias: 0 vs 0
Pass 345LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 88 vs 88
MayAlias: 2 vs 2
MustAlias: 4 vs 3
PartialAlias: 1 vs 1
Pass 347LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 135 vs 135
MayAlias: 2 vs 2
MustAlias: 4 vs 3
PartialAlias: 1 vs 1
Pass 373LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 4 vs 3
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 21GVNPass in 638/magick/segment.bc is non-deterministic (missing pass)
Pass 21MemCpyOptPass in 638/magick/segment.bc is non-deterministic
NoAlias: 24 vs 24
MayAlias: 12 vs 6
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 21DSEPass in 638/magick/segment.bc is non-deterministic
NoAlias: 88 vs 140
MayAlias: 27 vs 19
MustAlias: 4 vs 8
PartialAlias: 1 vs 2
Pass 389LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 0 vs 5
MayAlias: 1 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 390LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 1 vs 15
MayAlias: 1 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 391LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 1 vs 9
MayAlias: 1 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 415LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 5 vs 5
MayAlias: 1 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 416LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 5 vs 5
MayAlias: 1 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 428LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 1 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 2LoopLoadEliminationPass in 638/magick/segment.bc is non-deterministic
NoAlias: 36 vs 38
MayAlias: 60 vs 60
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 441LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 12 vs 13
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 483LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 1 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 484LICMPass in 638/magick/segment.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 1 vs 2
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 72InstCombinePass in 638/magick/segment.bc is non-deterministic (new pass)
Pass 72LICMPass in 638/magick/segment.bc is non-deterministic (new pass)
Pass 73InstCombinePass in 638/magick/segment.bc is non-deterministic (new pass)
Pass 245LICMPass in 638/magick/segment.bc is non-deterministic (new pass)
Pass 41JumpThreadingPass in 638/magick/segment.bc is non-deterministic (new pass)
Pass 314LICMPass in 638/magick/segment.bc is non-deterministic (new pass)
Pass 324LICMPass in 638/magick/segment.bc is non-deterministic (new pass)
Pass 326LICMPass in 638/magick/segment.bc is non-deterministic (new pass)
Check determinism flag for 638/magick/quantize.bc
Change in hash for 638/magick/quantize.bc
Hash: daa669ae878ab64e7664fd62a381a73982a27f9b vs 7b9f0ae0fb0f43508fca6b46a4617f91751f4957
Change in queries per pass for 638/magick/quantize.bc
Pass 1GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 2GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 3GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 4GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 6GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 8GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 9GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 10GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 96InstCombinePass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 6 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 34LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 4
MayAlias: 4 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 37LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 2 vs 2
MayAlias: 3 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 97InstCombinePass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 6 vs 4
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 11GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 11DSEPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 19 vs 22
MayAlias: 0 vs 0
MustAlias: 2 vs 2
PartialAlias: 0 vs 0
Pass 67EarlyCSEPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 1 vs 2
MayAlias: 0 vs 0
MustAlias: 1 vs 2
PartialAlias: 0 vs 0
Pass 13GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 13DSEPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 32 vs 277
MayAlias: 2 vs 2
MustAlias: 2 vs 19
PartialAlias: 0 vs 0
Pass 14GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 17GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 17DSEPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 29 vs 50
MayAlias: 0 vs 0
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 18GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 19GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 22GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 23GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 78EarlyCSEPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 66 vs 72
MayAlias: 0 vs 0
MustAlias: 2 vs 4
PartialAlias: 0 vs 0
Pass 60LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 7 vs 5
MayAlias: 1 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 61LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 33 vs 34
MayAlias: 4 vs 3
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 62LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 35 vs 36
MayAlias: 1 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 63LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 125 vs 130
MayAlias: 4 vs 4
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 65LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 119 vs 118
MayAlias: 1 vs 1
MustAlias: 2 vs 2
PartialAlias: 0 vs 0
Pass 68LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 12 vs 10
MayAlias: 1 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 69LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 39 vs 40
MayAlias: 4 vs 3
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 70LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 29 vs 30
MayAlias: 1 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 71LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 112 vs 117
MayAlias: 4 vs 4
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 73LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 77 vs 76
MayAlias: 2 vs 2
MustAlias: 1 vs 1
PartialAlias: 0 vs 0
Pass 24GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 24DSEPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 116 vs 133
MayAlias: 14 vs 14
MustAlias: 2 vs 4
PartialAlias: 0 vs 0
Pass 75LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 0 vs 0
MayAlias: 4 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 76LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 5 vs 19
MayAlias: 3 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 77LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 15 vs 25
MayAlias: 1 vs 1
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 79LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 1 vs 8
MayAlias: 4 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 80LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 4 vs 15
MayAlias: 3 vs 3
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 81LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 13 vs 27
MayAlias: 1 vs 1
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 25GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 27GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 28GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 32SimpleLoopUnswitchPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 29GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 29DSEPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 1 vs 1
MayAlias: 0 vs 0
MustAlias: 0 vs 1
PartialAlias: 0 vs 0
Pass 30GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 30DSEPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 71 vs 74
MayAlias: 45 vs 45
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 34GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 35GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 117LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 395 vs 405
MayAlias: 23 vs 23
MustAlias: 5 vs 5
PartialAlias: 0 vs 0
Pass 43SimpleLoopUnswitchPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 36GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 36DSEPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 39 vs 47
MayAlias: 28 vs 28
MustAlias: 0 vs 0
PartialAlias: 5 vs 5
Pass 124LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 86 vs 88
MayAlias: 15 vs 23
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 125LICMPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 6 vs 6
MayAlias: 6 vs 7
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 37GVNPass in 638/magick/quantize.bc is non-deterministic (missing pass)
Pass 37DSEPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 85 vs 71
MayAlias: 22 vs 22
MustAlias: 0 vs 0
PartialAlias: 0 vs 0
Pass 93EarlyCSEPass in 638/magick/quantize.bc is non-deterministic
NoAlias: 21 vs 37
MayAlias: 3 vs 10
